"id","name","price","category"
"2592","Generic Item","40","Otros"
"2593","Generic Item","180","Otros"
"2594","Generic Item","181","Otros"
"2595","Generic Item","39","Otros"
"2596","Generic Item","101","Otros"
"2597","Generic Item","199","Otros"
"2598","Generic Item","64","Otros"
"2599","Generic Item","96","Otros"
"2600","Generic Item","81","Otros"
"2601","Generic Item","170","Otros"
"2602","Generic Item","6","Otros"
"2603","Generic Item","167","Otros"
"2604","Generic Item","156","Otros"
"2605","Generic Item","84","Otros"
"2606","Generic Item","119","Otros"
"2607","Generic Item","125","Otros"
"2608","Generic Item","139","Otros"
"2609","Generic Item","163","Otros"
"2610","Generic Item","157","Otros"
"2611","Generic Item","7","Otros"
"2612","Generic Item","8","Otros"
"2613","Generic Item","124","Otros"
"2614","Generic Item","65","Otros"
"2615","Generic Item","168","Otros"
"2616","Generic Item","181","Otros"
"2617","Generic Item","98","Otros"
"2618","Generic Item","41","Otros"
"2619","Generic Item","9","Otros"
"2620","Generic Item","80","Otros"
"2621","Generic Item","7","Otros"
"2622","Generic Item","52","Otros"
"2623","Generic Item","141","Otros"
"2624","Generic Item","104","Otros"
"2625","Generic Item","199","Otros"
"2626","Generic Item","82","Otros"
"2627","Generic Item","147","Otros"
"2628","Generic Item","82","Otros"
"2629","Generic Item","48","Otros"
"2630","Generic Item","53","Otros"
"2631","Generic Item","57","Otros"
"2632","Generic Item","171","Otros"
"2633","Generic Item","117","Otros"
"2634","Generic Item","17","Otros"
"2635","Generic Item","116","Otros"
"2636","Generic Item","35","Otros"
"2637","Generic Item","118","Otros"
"2638","Generic Item","65","Otros"
"2639","Generic Item","86","Otros"
"2640","Generic Item","67","Otros"
"2641","Generic Item","108","Otros"
"2642","Generic Item","115","Otros"
"2643","Generic Item","121","Otros"
"2644","Generic Item","198","Otros"
"2645","Generic Item","59","Otros"
"2646","Generic Item","133","Otros"
"2647","Generic Item","52","Otros"
"2648","Generic Item","101","Otros"
"2649","Generic Item","187","Otros"
"2650","Generic Item","129","Otros"
"2651","Generic Item","181","Otros"
"2652","Generic Item","29","Otros"
"2653","Generic Item","121","Otros"
"2654","Generic Item","140","Otros"
"2655","Generic Item","106","Otros"
"2656","Generic Item","76","Otros"
"2657","Generic Item","159","Otros"
"2658","Generic Item","190","Otros"
"2659","Generic Item","60","Otros"
"2660","Generic Item","199","Otros"
"2661","Generic Item","84","Otros"
"2662","Generic Item","172","Otros"
"2663","Generic Item","131","Otros"
"2664","Generic Item","59","Otros"
"2665","Generic Item","89","Otros"
"2666","Generic Item","191","Otros"
"2667","Generic Item","92","Otros"
"2668","Generic Item","39","Otros"
"2669","Generic Item","17","Otros"
"2670","Generic Item","131","Otros"
"2671","Generic Item","64","Otros"
"2672","Generic Item","119","Otros"
"2673","Generic Item","163","Otros"
"2674","Generic Item","76","Otros"
"2675","Generic Item","174","Otros"
"2676","Generic Item","32","Otros"
"2677","Generic Item","87","Otros"
"2678","Generic Item","157","Otros"
"2679","Generic Item","56","Otros"
"2680","Generic Item","177","Otros"
"2681","Generic Item","175","Otros"
"2682","Generic Item","181","Otros"
"2683","Generic Item","155","Otros"
"2684","Generic Item","137","Otros"
"2685","Generic Item","141","Otros"
"2686","Generic Item","15","Otros"
"2687","Generic Item","90","Otros"
"2688","Generic Item","109","Otros"
"2689","Generic Item","137","Otros"
"2690","Generic Item","81","Otros"
"2691","Generic Item","46","Otros"
"2692","Generic Item","177","Otros"
"2693","Generic Item","148","Otros"
"2694","Generic Item","171","Otros"
"2695","Generic Item","115","Otros"
"2696","Generic Item","117","Otros"
"2697","Generic Item","26","Otros"
"2698","Generic Item","123","Otros"
"2699","Generic Item","150","Otros"
"2700","Generic Item","66","Otros"
"2701","Generic Item","22","Otros"
"2702","Generic Item","76","Otros"
"2703","Generic Item","35","Otros"
"2704","Generic Item","18","Otros"
"2705","Generic Item","153","Otros"
"2706","Generic Item","100","Otros"
"2707","Generic Item","42","Otros"
"2708","Generic Item","71","Otros"
"2709","Generic Item","190","Otros"
"2710","Generic Item","68","Otros"
"2711","Generic Item","13","Otros"
"2712","Generic Item","85","Otros"
"2713","Generic Item","171","Otros"
"2714","Generic Item","103","Otros"
"2715","Generic Item","171","Otros"
"2716","Generic Item","141","Otros"
"2717","Generic Item","43","Otros"
"2718","Generic Item","47","Otros"
"2719","Generic Item","23","Otros"
"2720","Generic Item","30","Otros"
"2721","Generic Item","100","Otros"
"2722","Generic Item","101","Otros"
"2723","Generic Item","154","Otros"
"2724","Generic Item","57","Otros"
"2725","Generic Item","8","Otros"
"2726","Generic Item","44","Otros"
"2727","Generic Item","105","Otros"
"2728","Generic Item","51","Otros"
"2729","Generic Item","116","Otros"
"2730","Generic Item","184","Otros"
"2731","Generic Item","23","Otros"
"2732","Generic Item","73","Otros"
"2733","Generic Item","135","Otros"
"2734","Generic Item","22","Otros"
"2735","Generic Item","170","Otros"
"2736","Generic Item","154","Otros"
"2737","Generic Item","54","Otros"
"2738","Generic Item","73","Otros"
"2739","Generic Item","91","Otros"
"2740","Generic Item","91","Otros"
"2741","Generic Item","97","Otros"
"2742","Generic Item","66","Otros"
"2743","Generic Item","10","Otros"
"2744","Generic Item","74","Otros"
"2745","Generic Item","47","Otros"
"2746","Generic Item","100","Otros"
"2747","Generic Item","36","Otros"
"2748","Generic Item","75","Otros"
"2749","Generic Item","93","Otros"
"2750","Generic Item","188","Otros"
"2751","Generic Item","160","Otros"
"2752","Generic Item","127","Otros"
"2753","Generic Item","67","Otros"
"2754","Generic Item","185","Otros"
"2755","Generic Item","71","Otros"
"2756","Generic Item","90","Otros"
"2757","Generic Item","81","Otros"
"2758","Generic Item","141","Otros"
"2759","Generic Item","30","Otros"
"2760","Generic Item","79","Otros"
"2761","Generic Item","189","Otros"
"2762","Generic Item","86","Otros"
"2763","Generic Item","147","Otros"
"2764","Generic Item","183","Otros"
"2765","Generic Item","24","Otros"
"2766","Generic Item","32","Otros"
"2767","Generic Item","194","Otros"
"2768","Generic Item","137","Otros"
"2769","Generic Item","138","Otros"
"2770","Generic Item","186","Otros"
"2771","Generic Item","114","Otros"
"2772","Generic Item","110","Otros"
"2773","Generic Item","131","Otros"
"2774","Generic Item","92","Otros"
"2775","Generic Item","153","Otros"
"2776","Generic Item","106","Otros"
"2777","Generic Item","30","Otros"
"2778","Generic Item","154","Otros"
"2779","Generic Item","86","Otros"
"2780","Generic Item","145","Otros"
"2781","Generic Item","143","Otros"
"2782","Generic Item","83","Otros"
"2783","Generic Item","37","Otros"
"2784","Generic Item","33","Otros"
"2785","Generic Item","35","Otros"
"2786","Generic Item","47","Otros"
"2787","Generic Item","136","Otros"
"2788","Generic Item","181","Otros"
"2789","Generic Item","141","Otros"
"2790","Generic Item","24","Otros"
"2791","Generic Item","31","Otros"
"2792","Generic Item","48","Otros"
"2793","Generic Item","122","Otros"
"2794","Generic Item","128","Otros"
"2795","Generic Item","175","Otros"
"2796","Generic Item","69","Otros"
"2797","Generic Item","175","Otros"
"2798","Generic Item","16","Otros"
"2799","Generic Item","6","Otros"
"2800","Generic Item","197","Otros"
"2801","Generic Item","49","Otros"
"2802","Generic Item","40","Otros"
"2803","Generic Item","173","Otros"
"2804","Generic Item","131","Otros"
"2805","Generic Item","73","Otros"
"2806","Generic Item","158","Otros"
"2807","Generic Item","47","Otros"
"2808","Generic Item","48","Otros"
"2809","Generic Item","197","Otros"
"2810","Generic Item","190","Otros"
"2811","Generic Item","115","Otros"
"2812","Generic Item","156","Otros"
"2813","Generic Item","67","Otros"
"2814","Generic Item","189","Otros"
"2815","Generic Item","111","Otros"
"2816","Generic Item","48","Otros"
"2817","Generic Item","34","Otros"
"2818","Generic Item","147","Otros"
"2819","Generic Item","52","Otros"
"2820","Generic Item","92","Otros"
"2821","Generic Item","158","Otros"
"2822","Generic Item","21","Otros"
"2823","Generic Item","100","Otros"
"2824","Generic Item","106","Otros"
"2825","Generic Item","11","Otros"
"2826","Generic Item","40","Otros"
"2827","Generic Item","164","Otros"
"2828","Generic Item","174","Otros"
"2829","Generic Item","52","Otros"
"2830","Generic Item","63","Otros"
"2831","Generic Item","190","Otros"
"2832","Generic Item","43","Otros"
"2833","Generic Item","117","Otros"
"2834","Generic Item","167","Otros"
"2835","Generic Item","166","Otros"
"2836","Generic Item","116","Otros"
"2837","Generic Item","178","Otros"
"2838","Generic Item","176","Otros"
"2839","Generic Item","184","Otros"
"2840","Generic Item","98","Otros"
"2841","Generic Item","15","Otros"
"2842","Generic Item","164","Otros"
"2843","Generic Item","130","Otros"
"2844","Generic Item","36","Otros"
"2845","Generic Item","162","Otros"
"2846","Generic Item","65","Otros"
"2847","Generic Item","5","Otros"
"2848","Generic Item","38","Otros"
"2849","Generic Item","47","Otros"
"2850","Generic Item","168","Otros"
"2851","Generic Item","128","Otros"
"2852","Generic Item","197","Otros"
"2853","Generic Item","180","Otros"
"2854","Generic Item","71","Otros"
"2855","Generic Item","159","Otros"
"2856","Generic Item","152","Otros"
"2857","Generic Item","77","Otros"
"2858","Generic Item","134","Otros"
"2859","Generic Item","167","Otros"
"2860","Generic Item","87","Otros"
"2861","Generic Item","33","Otros"
"2862","Generic Item","26","Otros"
"2863","Generic Item","102","Otros"
"2864","Generic Item","124","Otros"
"2865","Generic Item","160","Otros"
"2866","Generic Item","97","Otros"
"2867","Generic Item","99","Otros"
"2868","Generic Item","168","Otros"
"2869","Generic Item","193","Otros"
"2870","Generic Item","52","Otros"
"2871","Generic Item","173","Otros"
"2872","Generic Item","65","Otros"
"2873","Generic Item","20","Otros"
"2874","Generic Item","17","Otros"
"2875","Generic Item","76","Otros"
"2876","Generic Item","184","Otros"
"2877","Generic Item","191","Otros"
"2878","Generic Item","162","Otros"
"2879","Generic Item","76","Otros"
"2880","Generic Item","142","Otros"
"2881","Generic Item","91","Otros"
"2882","Generic Item","31","Otros"
"2883","Generic Item","185","Otros"
"2884","Generic Item","176","Otros"
"2885","Generic Item","65","Otros"
"2886","Generic Item","158","Otros"
"2887","Generic Item","197","Otros"
"2888","Generic Item","104","Otros"
"2889","Generic Item","142","Otros"
"2890","Generic Item","12","Otros"
"2891","Generic Item","155","Otros"
"2892","Generic Item","109","Otros"
"2893","Generic Item","124","Otros"
"2894","Generic Item","150","Otros"
"2895","Generic Item","59","Otros"
"2896","Generic Item","138","Otros"
"2897","Generic Item","17","Otros"
"2898","Generic Item","151","Otros"
"2899","Generic Item","96","Otros"
"2900","Generic Item","104","Otros"
"2901","Generic Item","76","Otros"
"2902","Generic Item","185","Otros"
"2903","Generic Item","162","Otros"
"2904","Generic Item","163","Otros"
"2905","Generic Item","40","Otros"
"2906","Generic Item","195","Otros"
"2907","Generic Item","193","Otros"
"2908","Generic Item","11","Otros"
"2909","Generic Item","160","Otros"
"2910","Generic Item","53","Otros"
"2911","Generic Item","179","Otros"
"2912","Generic Item","155","Otros"
"2913","Generic Item","52","Otros"
"2914","Generic Item","154","Otros"
"2915","Generic Item","153","Otros"
"2916","Generic Item","74","Otros"
"2917","Generic Item","105","Otros"
"2918","Generic Item","163","Otros"
"2919","Generic Item","59","Otros"
"2920","Generic Item","91","Otros"
"2921","Generic Item","169","Otros"
"2922","Generic Item","122","Otros"
"2923","Generic Item","136","Otros"
"2924","Generic Item","68","Otros"
"2925","Generic Item","102","Otros"
"2926","Generic Item","94","Otros"
"2927","Generic Item","30","Otros"
"2928","Generic Item","62","Otros"
"2929","Generic Item","27","Otros"
"2930","Generic Item","122","Otros"
"2931","Generic Item","30","Otros"
"2932","Generic Item","198","Otros"
"2933","Generic Item","52","Otros"
"2934","Generic Item","99","Otros"
"2935","Generic Item","25","Otros"
"2936","Generic Item","22","Otros"
"2937","Generic Item","136","Otros"
"2938","Generic Item","94","Otros"
"2939","Generic Item","10","Otros"
"2940","Generic Item","32","Otros"
"2941","Generic Item","73","Otros"
"2942","Generic Item","138","Otros"
"2943","Generic Item","133","Otros"
"2944","Generic Item","34","Otros"
"2945","Generic Item","29","Otros"
"2946","Generic Item","7","Otros"
"2947","Generic Item","59","Otros"
"2948","Generic Item","138","Otros"
"2949","Generic Item","152","Otros"
"2950","Generic Item","103","Otros"
"2951","Generic Item","88","Otros"
"2952","Generic Item","165","Otros"
"2953","Generic Item","54","Otros"
"2954","Generic Item","96","Otros"
"2955","Generic Item","13","Otros"
"2956","Generic Item","114","Otros"
"2957","Generic Item","187","Otros"
"2958","Generic Item","56","Otros"
"2959","Generic Item","40","Otros"
"2960","Generic Item","25","Otros"
"2961","Generic Item","22","Otros"
"2962","Generic Item","197","Otros"
"2963","Generic Item","6","Otros"
"2964","Generic Item","82","Otros"
"2965","Generic Item","121","Otros"
"2966","Generic Item","195","Otros"
"2967","Generic Item","54","Otros"
"2968","Generic Item","14","Otros"
"2969","Generic Item","174","Otros"
"2970","Generic Item","132","Otros"
"2971","Generic Item","63","Otros"
"2972","Generic Item","166","Otros"
"2973","Generic Item","158","Otros"
"2974","Generic Item","86","Otros"
"2975","Generic Item","138","Otros"
"2976","Generic Item","140","Otros"
"2977","Generic Item","54","Otros"
"2978","Generic Item","164","Otros"
"2979","Generic Item","20","Otros"
"2980","Generic Item","150","Otros"
"2981","Generic Item","106","Otros"
"2982","Generic Item","56","Otros"
"2983","Generic Item","105","Otros"
"2984","Generic Item","142","Otros"
"2985","Generic Item","27","Otros"
"2986","Generic Item","82","Otros"
"2987","Generic Item","108","Otros"
"2988","Generic Item","69","Otros"
"2989","Generic Item","23","Otros"
"2990","Generic Item","46","Otros"
"2991","Generic Item","118","Otros"
"2992","Generic Item","175","Otros"
"2993","Generic Item","148","Otros"
"2994","Generic Item","164","Otros"
"2995","Generic Item","49","Otros"
"2996","Generic Item","142","Otros"
"2997","Generic Item","169","Otros"
"2998","Generic Item","54","Otros"
"2999","Generic Item","19","Otros"
"3000","Generic Item","112","Otros"
"3001","Generic Item","161","Otros"
"3002","Generic Item","134","Otros"
"3003","Generic Item","170","Otros"
"3004","Generic Item","14","Otros"
"3005","Generic Item","169","Otros"
"3006","Generic Item","194","Otros"
"3007","Generic Item","111","Otros"
"3008","Generic Item","154","Otros"
"3009","Generic Item","150","Otros"
"3010","Generic Item","24","Otros"
"3011","Generic Item","75","Otros"
"3012","Generic Item","13","Otros"
"3013","Generic Item","7","Otros"
"3014","Generic Item","184","Otros"
"3015","Generic Item","30","Otros"
"3016","Generic Item","67","Otros"
"3017","Generic Item","13","Otros"
"3018","Generic Item","7","Otros"
"3019","Generic Item","160","Otros"
"3020","Generic Item","154","Otros"
"3021","Generic Item","32","Otros"
"3022","Generic Item","36","Otros"
"3023","Generic Item","193","Otros"
"3024","Generic Item","40","Otros"
"3025","Generic Item","53","Otros"
"3026","Generic Item","154","Otros"
"3027","Generic Item","54","Otros"
"3028","Generic Item","16","Otros"
"3029","Generic Item","6","Otros"
"3030","Generic Item","137","Otros"
"3031","Generic Item","16","Otros"
"3032","Generic Item","170","Otros"
"3033","Generic Item","140","Otros"
"3034","Generic Item","57","Otros"
"3035","Generic Item","99","Otros"
"3036","Generic Item","115","Otros"
"3037","Generic Item","29","Otros"
"3038","Generic Item","87","Otros"
"3039","Generic Item","132","Otros"
"3040","Generic Item","73","Otros"
"3041","Generic Item","13","Otros"
"3042","Generic Item","59","Otros"
"3043","Generic Item","66","Otros"
"3044","Generic Item","112","Otros"
"3045","Generic Item","103","Otros"
"3046","Generic Item","22","Otros"
"3047","Generic Item","73","Otros"
"3048","Generic Item","130","Otros"
"3049","Generic Item","27","Otros"
"3050","Generic Item","199","Otros"
"3051","Generic Item","187","Otros"
"3052","Generic Item","91","Otros"
"3053","Generic Item","146","Otros"
"3054","Generic Item","96","Otros"
"3055","Generic Item","90","Otros"
"3056","Generic Item","174","Otros"
"3057","Generic Item","8","Otros"
"3058","Generic Item","81","Otros"
"3059","Generic Item","79","Otros"
"3060","Generic Item","31","Otros"
"3061","Generic Item","67","Otros"
"3062","Generic Item","91","Otros"
"3063","Generic Item","73","Otros"
"3064","Generic Item","134","Otros"
"3065","Generic Item","127","Otros"
"3066","Generic Item","15","Otros"
"3067","Generic Item","179","Otros"
"3068","Generic Item","15","Otros"
"3069","Generic Item","146","Otros"
"3070","Generic Item","175","Otros"
"3071","Generic Item","96","Otros"
"3072","Generic Item","100","Otros"
"3073","Generic Item","58","Otros"
"3074","Generic Item","156","Otros"
"3075","Generic Item","77","Otros"
"3076","Generic Item","145","Otros"
"3077","Generic Item","190","Otros"
"3078","Generic Item","54","Otros"
"3079","Generic Item","57","Otros"
"3080","Generic Item","112","Otros"
"3081","Generic Item","75","Otros"
"3082","Generic Item","58","Otros"
"3083","Generic Item","78","Otros"
"3084","Generic Item","77","Otros"
"3085","Generic Item","8","Otros"
"3086","Generic Item","174","Otros"
"3087","Generic Item","95","Otros"
"3088","Generic Item","142","Otros"
"3089","Generic Item","49","Otros"
"3090","Generic Item","196","Otros"
"3091","Generic Item","107","Otros"
"3092","Generic Item","84","Otros"
"3093","Generic Item","186","Otros"
"3094","Generic Item","37","Otros"
"3095","Generic Item","137","Otros"
"3096","Generic Item","39","Otros"
"3097","Generic Item","26","Otros"
"3098","Generic Item","146","Otros"
"3099","Generic Item","30","Otros"
"3100","Generic Item","167","Otros"
"3101","Generic Item","152","Otros"
"3102","Generic Item","31","Otros"
"3103","Generic Item","36","Otros"
"3104","Generic Item","132","Otros"
"3105","Generic Item","23","Otros"
"3106","Generic Item","116","Otros"
"3107","Generic Item","106","Otros"
"3108","Generic Item","93","Otros"
"3109","Generic Item","177","Otros"
"3110","Generic Item","127","Otros"
"3111","Generic Item","179","Otros"
"3112","Generic Item","6","Otros"
"3113","Generic Item","100","Otros"
"3114","Generic Item","63","Otros"
"3115","Generic Item","156","Otros"
"3116","Generic Item","151","Otros"
"3117","Generic Item","11","Otros"
"3118","Generic Item","158","Otros"
"3119","Generic Item","100","Otros"
"3120","Generic Item","155","Otros"
"3121","Generic Item","80","Otros"
"3122","Generic Item","76","Otros"
"3123","Generic Item","33","Otros"
"3124","Generic Item","126","Otros"
"3125","Generic Item","155","Otros"
"3126","Generic Item","153","Otros"
"3127","Generic Item","136","Otros"
"3128","Generic Item","105","Otros"
"3129","Generic Item","147","Otros"
"3130","Generic Item","119","Otros"
"3131","Generic Item","194","Otros"
"3132","Generic Item","166","Otros"
"3133","Generic Item","98","Otros"
"3134","Generic Item","62","Otros"
"3135","Generic Item","58","Otros"
"3136","Generic Item","21","Otros"
"3137","Generic Item","175","Otros"
"3138","Generic Item","51","Otros"
"3139","Generic Item","139","Otros"
"3140","Generic Item","190","Otros"
"3141","Generic Item","30","Otros"
"3142","Generic Item","53","Otros"
"3143","Generic Item","66","Otros"
"3144","Generic Item","78","Otros"
"3145","Generic Item","185","Otros"
"3146","Generic Item","119","Otros"
"3147","Generic Item","24","Otros"
"3148","Generic Item","178","Otros"
"3149","Generic Item","156","Otros"
"3150","Generic Item","184","Otros"
"3151","Generic Item","178","Otros"
"3152","Generic Item","112","Otros"
"3153","Generic Item","84","Otros"
"3154","Generic Item","154","Otros"
"3155","Generic Item","83","Otros"
"3156","Generic Item","142","Otros"
"3157","Generic Item","167","Otros"
"3158","Generic Item","134","Otros"
"3159","Generic Item","66","Otros"
"3160","Generic Item","110","Otros"
"3161","Generic Item","139","Otros"
"3162","Generic Item","44","Otros"
"3163","Generic Item","36","Otros"
"3164","Generic Item","26","Otros"
"3165","Generic Item","172","Otros"
"3166","Generic Item","131","Otros"
"3167","Generic Item","161","Otros"
"3168","Generic Item","173","Otros"
"3169","Generic Item","8","Otros"
"3170","Generic Item","112","Otros"
"3171","Generic Item","67","Otros"
"3172","Generic Item","104","Otros"
"3173","Generic Item","104","Otros"
"3174","Generic Item","40","Otros"
"3175","Generic Item","111","Otros"
"3176","Generic Item","180","Otros"
"3177","Generic Item","128","Otros"
"3178","Generic Item","175","Otros"
"3179","Generic Item","33","Otros"
"3180","Generic Item","81","Otros"
"3181","Generic Item","40","Otros"
"3182","Generic Item","146","Otros"
"3183","Generic Item","16","Otros"
"3184","Generic Item","133","Otros"
"3185","Generic Item","159","Otros"
"3186","Generic Item","76","Otros"
"3187","Generic Item","144","Otros"
"3188","Generic Item","111","Otros"
"3189","Generic Item","198","Otros"
"3190","Generic Item","38","Otros"
"3191","Generic Item","112","Otros"
"3192","Generic Item","156","Otros"
"3193","Generic Item","98","Otros"
"3194","Generic Item","135","Otros"
"3195","Generic Item","185","Otros"
"3196","Generic Item","156","Otros"
"3197","Generic Item","108","Otros"
"3198","Generic Item","99","Otros"
"3199","Generic Item","176","Otros"
"3200","Generic Item","193","Otros"
"3201","Generic Item","32","Otros"
"3202","Generic Item","36","Otros"
"3203","Generic Item","14","Otros"
"3204","Generic Item","89","Otros"
"3205","Generic Item","190","Otros"
"3206","Generic Item","137","Otros"
"3207","Generic Item","78","Otros"
"3208","Generic Item","17","Otros"
"3209","Generic Item","53","Otros"
"3210","Generic Item","140","Otros"
"3211","Generic Item","129","Otros"
"3212","Generic Item","76","Otros"
"3213","Generic Item","129","Otros"
"3214","Generic Item","38","Otros"
"3215","Generic Item","179","Otros"
"3216","Generic Item","199","Otros"
"3217","Generic Item","80","Otros"
"3218","Generic Item","75","Otros"
"3219","Generic Item","15","Otros"
"3220","Generic Item","74","Otros"
"3221","Generic Item","140","Otros"
"3222","Generic Item","144","Otros"
"3223","Generic Item","191","Otros"
"3224","Generic Item","149","Otros"
"3225","Generic Item","132","Otros"
"3226","Generic Item","17","Otros"
"3227","Generic Item","186","Otros"
"3228","Generic Item","71","Otros"
"3229","Generic Item","6","Otros"
"3230","Generic Item","60","Otros"
"3231","Generic Item","114","Otros"
"3232","Generic Item","157","Otros"
"3233","Generic Item","35","Otros"
"3234","Generic Item","69","Otros"
"3235","Generic Item","168","Otros"
"3236","Generic Item","90","Otros"
"3237","Generic Item","78","Otros"
"3238","Generic Item","96","Otros"
"3239","Generic Item","53","Otros"
"3240","Generic Item","81","Otros"
"3241","Generic Item","51","Otros"
"3242","Generic Item","122","Otros"
"3243","Generic Item","85","Otros"
"3244","Generic Item","26","Otros"
"3245","Generic Item","180","Otros"
"3246","Generic Item","6","Otros"
"3247","Generic Item","72","Otros"
"3248","Generic Item","52","Otros"
"3249","Generic Item","36","Otros"
"3250","Generic Item","58","Otros"
"3251","Generic Item","124","Otros"
"3252","Generic Item","165","Otros"
"3253","Generic Item","198","Otros"
"3254","Generic Item","30","Otros"
"3255","Generic Item","194","Otros"
"3256","Generic Item","101","Otros"
"3257","Generic Item","8","Otros"
"3258","Generic Item","29","Otros"
"3259","Generic Item","118","Otros"
"3260","Generic Item","125","Otros"
"3261","Generic Item","103","Otros"
"3262","Generic Item","148","Otros"
"3263","Generic Item","104","Otros"
"3264","Generic Item","193","Otros"
"3265","Generic Item","91","Otros"
"3266","Generic Item","171","Otros"
"3267","Generic Item","190","Otros"
"3268","Generic Item","41","Otros"
"3269","Generic Item","46","Otros"
"3270","Generic Item","70","Otros"
"3271","Generic Item","176","Otros"
"3272","Generic Item","31","Otros"
"3273","Generic Item","102","Otros"
"3274","Generic Item","190","Otros"
"3275","Generic Item","128","Otros"
"3276","Generic Item","160","Otros"
"3277","Generic Item","170","Otros"
"3278","Generic Item","143","Otros"
"3279","Generic Item","130","Otros"
"3280","Generic Item","22","Otros"
"3281","Generic Item","154","Otros"
"3282","Generic Item","21","Otros"
"3283","Generic Item","48","Otros"
"3284","Generic Item","171","Otros"
"3285","Generic Item","157","Otros"
"3286","Generic Item","121","Otros"
"3287","Generic Item","9","Otros"
"3288","Generic Item","179","Otros"
"3289","Generic Item","85","Otros"
"3290","Generic Item","198","Otros"
"3291","Generic Item","59","Otros"
"3292","Generic Item","174","Otros"
"3293","Generic Item","175","Otros"
"3294","Generic Item","143","Otros"
"3295","Generic Item","71","Otros"
"3296","Generic Item","181","Otros"
"3297","Generic Item","80","Otros"
"3298","Generic Item","124","Otros"
"3299","Generic Item","177","Otros"
"3300","Generic Item","172","Otros"
"3301","Generic Item","58","Otros"
"3302","Generic Item","162","Otros"
"3303","Generic Item","172","Otros"
"3304","Generic Item","37","Otros"
"3305","Generic Item","70","Otros"
"3306","Generic Item","155","Otros"
"3307","Generic Item","55","Otros"
"3308","Generic Item","70","Otros"
"3309","Generic Item","27","Otros"
"3310","Generic Item","35","Otros"
"3311","Generic Item","40","Otros"
"3312","Generic Item","44","Otros"
"3313","Generic Item","93","Otros"
"3314","Generic Item","69","Otros"
"3315","Generic Item","7","Otros"
"3316","Generic Item","63","Otros"
"3317","Generic Item","95","Otros"
"3318","Generic Item","27","Otros"
"3319","Generic Item","149","Otros"
"3320","Generic Item","25","Otros"
"3321","Generic Item","8","Otros"
"3322","Generic Item","36","Otros"
"3323","Generic Item","184","Otros"
"3324","Generic Item","5","Otros"
"3325","Generic Item","83","Otros"
"3326","Generic Item","181","Otros"
"3327","Generic Item","143","Otros"
"3328","Generic Item","128","Otros"
"3329","Generic Item","123","Otros"
"3330","Generic Item","99","Otros"
"3331","Generic Item","69","Otros"
"3332","Generic Item","105","Otros"
"3333","Generic Item","131","Otros"
"3334","Generic Item","153","Otros"
"3335","Generic Item","176","Otros"
"3336","Generic Item","67","Otros"
"3337","Generic Item","196","Otros"
"3338","Generic Item","180","Otros"
"3339","Generic Item","114","Otros"
"3340","Generic Item","74","Otros"
"3341","Generic Item","178","Otros"
"3342","Generic Item","34","Otros"
"3343","Generic Item","54","Otros"
"3344","Generic Item","189","Otros"
"3345","Generic Item","104","Otros"
"3346","Generic Item","150","Otros"
"3347","Generic Item","44","Otros"
"3348","Generic Item","9","Otros"
"3349","Generic Item","69","Otros"
"3350","Generic Item","182","Otros"
"3351","Generic Item","66","Otros"
"3352","Generic Item","111","Otros"
"3353","Generic Item","156","Otros"
"3354","Generic Item","46","Otros"
"3355","Generic Item","49","Otros"
"3356","Generic Item","113","Otros"
"3357","Generic Item","187","Otros"
"3358","Generic Item","50","Otros"
"3359","Generic Item","181","Otros"
"3360","Generic Item","150","Otros"
"3361","Generic Item","155","Otros"
"3362","Generic Item","115","Otros"
"3363","Generic Item","28","Otros"
"3364","Generic Item","107","Otros"
"3365","Generic Item","92","Otros"
"3366","Generic Item","132","Otros"
"3367","Generic Item","18","Otros"
"3368","Generic Item","38","Otros"
"3369","Generic Item","160","Otros"
"3370","Generic Item","169","Otros"
"3371","Generic Item","58","Otros"
"3372","Generic Item","5","Otros"
"3373","Generic Item","46","Otros"
"3374","Generic Item","110","Otros"
"3375","Generic Item","130","Otros"
"3376","Generic Item","43","Otros"
"3377","Generic Item","140","Otros"
"3378","Generic Item","78","Otros"
"3379","Generic Item","144","Otros"
"3380","Generic Item","126","Otros"
"3381","Generic Item","13","Otros"
"3382","Generic Item","168","Otros"
"3383","Generic Item","80","Otros"
"3384","Generic Item","63","Otros"
"3385","Generic Item","73","Otros"
"3386","Generic Item","198","Otros"
"3387","Generic Item","52","Otros"
"3388","Generic Item","105","Otros"
"3389","Generic Item","155","Otros"
"3390","Generic Item","40","Otros"
"3391","Generic Item","9","Otros"
"3392","Generic Item","196","Otros"
"3393","Generic Item","33","Otros"
"3394","Generic Item","168","Otros"
"3395","Generic Item","164","Otros"
"3396","Generic Item","56","Otros"
"3397","Generic Item","90","Otros"
"3398","Generic Item","106","Otros"
"3399","Generic Item","46","Otros"
"3400","Generic Item","32","Otros"
"3401","Generic Item","137","Otros"
"3402","Generic Item","134","Otros"
"3403","Generic Item","20","Otros"
"3404","Generic Item","177","Otros"
"3405","Generic Item","16","Otros"
"3406","Generic Item","97","Otros"
"3407","Generic Item","100","Otros"
"3408","Generic Item","93","Otros"
"3409","Generic Item","160","Otros"
"3410","Generic Item","112","Otros"
"3411","Generic Item","118","Otros"
"3412","Generic Item","119","Otros"
"3413","Generic Item","37","Otros"
